Student Number,School Year,Payment Mode,Purpose of Payment,Date of Payment,Amount,Remarks,Transaction Number,Bank Name,Bank Branch,Check Number,Issuing Bank,Card Number,Signatory in Letter,Date to Pay
8240147,0,ONLINE_GATEWAY,TUITION,03/06/2025,16107.25, ,8240147,OG_VMC, , , , , , 
4220471,0,ONLINE_GATEWAY,TUITION,03/06/2025,45700, ,4220471,OG_VMC, , , , , , 
4230303,0,ONLINE_GATEWAY,TUITION,03/06/2025,22500, ,423030320250306204501,OG_VMC, , , , , , 
8240069,0,ONLINE_GATEWAY,TUITION,03/06/2025,16107.25, ,8240069,OG_VMC, , , , , , 
8240173,0,ONLINE_GATEWAY,TUITION,03/06/2025,16107.25, ,8240173,OG_VMC, , , , , , 
8240128,0,ONLINE_GATEWAY,TUITION,03/06/2025,16107.25, ,8240128,OG_VMC, , , , , , 
4200463,0,ONLINE_GATEWAY,TUITION,03/06/2025,23200, ,420046320250306160848,OG_VMC, , , , , , 
8240339,0,ONLINE_GATEWAY,TUITION,03/06/2025,61278.65, ,8240339,OG_VMC, , , , , , 
4210233,0,ONLINE_GATEWAY,TUITION,03/06/2025,45700, ,4210233,OG_VMC, , , , , , 
4230562,0,ONLINE_GATEWAY,TUITION,03/06/2025,48400, ,4230562,OG_VMC, , , , , , 
4200378,0,ONLINE_GATEWAY,TUITION,03/06/2025,46400, ,420037820250306110116,OG_VMC, , , , , , 
4230459,0,ONLINE_GATEWAY,TUITION,03/06/2025,48400, ,4230459,OG_VMC, , , , , , 
8250255,0,ONLINE_GATEWAY,TUITION,03/06/2025,47795.5, ,825025520250306093003,OG_VMC, , , , , , 
4190604,0,ONLINE_GATEWAY,TUITION,03/06/2025,93300, ,4190604,OG_VMC, , , , , , 
4200309,0,ONLINE_GATEWAY,TUITION,03/06/2025,46400, ,4200309,OG_VMC, , , , , , 
8240300,0,ONLINE_GATEWAY,TUITION,03/06/2025,15478.65, ,8240300,OG_VMC, , , , , , 
4200692,0,ONLINE_GATEWAY,TUITION,03/06/2025,46400, ,420069220250306002738,OG_VMC, , , , , , 
8240499,0,ONLINE_GATEWAY,TUITION,03/05/2025,15479, ,8240499,OG_VMC, , , , , , 
4220478,0,ONLINE_GATEWAY,TUITION,03/05/2025,22900, ,422047820250305202251,OG_VMC, , , , , , 
4190683,0,ONLINE_GATEWAY,TUITION,03/05/2025,24400.06, ,4190683,OG_VMC, , , , , , 
4200271,0,ONLINE_GATEWAY,TUITION,03/05/2025,50300, ,420027120250305174316,OG_VMC, , , , , , 
4230219,0,ONLINE_GATEWAY,TUITION,03/05/2025,22500, ,423021920250305173327,OG_VMC, , , , , , 
4210033,0,ONLINE_GATEWAY,TUITION,03/05/2025,23200, ,421003320250305172719,OG_VMC, , , , , , 
4220435,0,ONLINE_GATEWAY,TUITION,03/05/2025,45000, ,4220435,OG_VMC, , , , , , 
4230502,0,ONLINE_GATEWAY,TUITION,03/05/2025,25000, ,4230502,OG_VMC, , , , , , 
4230482,0,ONLINE_GATEWAY,TUITION,03/05/2025,48400, ,4230482,OG_VMC, , , , , , 
4230022,0,ONLINE_GATEWAY,TUITION,03/05/2025,24200, ,423002220250305134622,OG_VMC, , , , , , 
4190149,0,ONLINE_GATEWAY,TUITION,03/05/2025,24600, ,419014920250305073430,OG_VMC, , , , , , 
4190507,0,ONLINE_GATEWAY,TUITION,03/04/2025,48800, ,419050720250304210429,OG_VMC, , , , , , 
8250367,0,ONLINE_GATEWAY,TUITION,03/04/2025,10000, ,8250367,OG_VMC, , , , , , 
8250365,0,ONLINE_GATEWAY,TUITION,03/04/2025,10000, ,8250365,OG_VMC, , , , , , 
4230450,0,ONLINE_GATEWAY,TUITION,03/04/2025,24200, ,423045020250304105644,OG_VMC, , , , , , 
4200198,0,ONLINE_GATEWAY,TUITION,03/04/2025,24400, ,420019820250304071252,OG_VMC, , , , , , 
4220231,0,ONLINE_GATEWAY,TUITION,03/03/2025,22900, ,422023120250303171210,OG_VMC, , , , , , 
4190277,0,ONLINE_GATEWAY,TUITION,03/03/2025,24600, ,419027720250303144105,OG_VMC, , , , , , 
4190394,0,ONLINE_GATEWAY,TUITION,03/02/2025,49100, ,419039420250302003250,OG_VMC, , , , , , 
4190292,0,ONLINE_GATEWAY,TUITION,03/01/2025,24600, ,419029220250301190238,OG_VMC, , , , , , 
4200705,0,ONLINE_GATEWAY,TUITION,03/01/2025,24400, ,4200705,OG_VMC, , , , , , 
4210113,0,ONLINE_GATEWAY,TUITION,03/01/2025,23200, ,421011320250301104406,OG_VMC, , , , , , 
4180737,0,ONLINE_GATEWAY,TUITION,03/13/2025,48200, ,4180737,BDO, , , , , , 
8250379,0,ONLINE_GATEWAY,TUITION,03/13/2025,10000, ,8250379,BDO, , , , , , 
4210169,0,ONLINE_GATEWAY,TUITION,03/13/2025,23200, ,4210169,BPI, , , , , , 
4230349,0,ONLINE_GATEWAY,TUITION,03/13/2025,22500, ,4230349,BPI, , , , , , 
4230207,0,ONLINE_GATEWAY,TUITION,03/14/2025,45000, ,4230207,BDO, , , , , , 
4210013,0,ONLINE_GATEWAY,TUITION,03/14/2025,46400, ,4210013,BDO, , , , , , 
8240518,0,ONLINE_GATEWAY,TUITION,03/14/2025,48400, ,8240518,BDO, , , , , , 
8240404,0,ONLINE_GATEWAY,TUITION,03/14/2025,15478.64, ,8240404,BDO, , , , , , 
4210028,0,ONLINE_GATEWAY,TUITION,03/21/2025,46400, ,4210028,MBTC, , , , , , 
4190469,0,ONLINE_GATEWAY,TUITION,03/21/2025,26300, ,4190469,MBTC, , , , , , 
